request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2016-06-10,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-04-15,Carlton,Graffiti,Graffiti Removal,5
closed,2016-04-16,Parkville,Graffiti,Graffiti Removal,10
closed,2016-03-15,Parkville,Graffiti,Graffiti Removal,3
closed,2016-03-15,Parkville,Graffiti,Graffiti Removal,7
closed,2016-03-18,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-05-11,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2016-05-11,Carlton,Parks and Trees,Sport and Playground Facilities,1
closed,2016-02-01,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2016-02-01,East Melbourne,Parks and Trees,Lawns and Irrigation,1
closed,2015-12-21,South Yarra,Graffiti,Graffiti Removal,3
closed,2015-12-21,Melbourne,Roads and Traffic,Road and Footpath Maintenance,2
closed,2016-04-08,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-04-10,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,10
closed,2016-04-10,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
closed,2016-06-10,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-04-17,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2016-06-15,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2016-06-15,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2016-03-15,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2016-04-20,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-03-18,East Melbourne,Parks and Trees,Tree Maintenance Services,11
closed,2016-03-30,Melbourne,Graffiti,Graffiti Removal,23
closed,2016-03-30,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-03-30,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-12-22,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-12-22,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2015-12-22,East Melbourne,Graffiti,Graffiti Removal,24
closed,2016-06-02,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-06-02,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-06-02,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
closed,2016-06-02,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-06-16,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-06-16,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2016-05-20,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-05-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,17
closed,2016-04-20,East Melbourne,Parks and Trees,Tree Maintenance Services,13
closed,2016-04-20,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2016-05-20,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-24,North Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2016-03-30,Carlton North,Graffiti,Graffiti Removal,7
closed,2016-04-28,South Yarra,Parks and Trees,Condition of Assets in Parks,15
closed,2016-04-29,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2016-03-31,Carlton,Graffiti,Graffiti Removal,11
closed,2016-03-31,Docklands,Graffiti,Graffiti Removal,11
closed,2016-05-02,North Melbourne,Graffiti,Graffiti Removal,22
closed,2016-02-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-06-03,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2016-06-03,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-04-11,Carlton North,Parks and Trees,Condition of Assets in Parks,11
closed,2016-06-24,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-20,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-04-25,Docklands,"Waste, Street Cleaning and Litter",Damaged Bins,8
closed,2016-04-26,Southbank,Asset Maintenance,Public Toilets,3
closed,2016-04-26,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,22
closed,2016-04-30,Melbourne,Roads and Traffic,Road and Footpath Maintenance,3
closed,2016-04-30,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,19
closed,2016-03-31,Carlton North,Graffiti,Graffiti Removal,11
closed,2016-03-31,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-31,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-01,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-03-17,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-17,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-02-04,Kensington,Parks and Trees,Lawns and Irrigation,12
closed,2016-06-04,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-11,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-04-11,Carlton,Graffiti,Graffiti Removal,9
closed,2016-04-26,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-04-27,Carlton,Graffiti,Graffiti Removal,14
closed,2016-05-05,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,12
closed,2016-05-17,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-04-01,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-05-12,Kensington,Asset Maintenance,Street Lighting Maintenance,5
closed,2016-04-04,Melbourne,Graffiti,Graffiti Removal,9
closed,2016-02-05,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-02-05,Melbourne,Graffiti,Graffiti Removal,7
closed,2016-02-26,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,7
closed,2016-04-11,Parkville,Graffiti,Graffiti Removal,3
closed,2016-06-07,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-06-08,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2014-11-14,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,24
closed,2015-06-30,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-06-30,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2014-11-20,Melbourne,Parks and Trees,Condition of Assets in Parks,11
closed,2014-11-21,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,11
closed,2014-12-02,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2014-12-03,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2014-11-24,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2014-11-10,Melbourne,Graffiti,Graffiti Removal,9
closed,2014-11-11,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2014-11-11,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2014-11-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2014-11-27,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2014-11-28,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2014-11-28,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2014-11-17,Kensington,Parks and Trees,Condition of Assets in Parks,2
closed,2014-11-18,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2014-11-18,Melbourne,Parks and Trees,Tree Maintenance Services,6
closed,2014-11-18,Southbank,Graffiti,Graffiti Removal,8
closed,2014-11-18,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2014-11-19,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-03-06,Parkville,Parks and Trees,Tree Maintenance Services,6
closed,2014-12-04,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2015-03-10,Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2014-11-24,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2014-11-25,Melbourne,Graffiti,Graffiti Removal,6
closed,2014-12-04,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2014-12-05,Carlton,Roads and Traffic,Road and Footpath Maintenance,4
closed,2015-03-10,East Melbourne,Parks and Trees,Tree Maintenance Services,10
closed,2014-11-26,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2014-11-26,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-05-01,Carlton,Graffiti,Graffiti Removal,7
closed,2015-05-01,Carlton,Graffiti,Graffiti Removal,11
closed,2015-05-01,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2014-11-26,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2014-11-26,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2014-11-27,West Melbourne,Parks and Trees,Lawns and Irrigation,4
closed,2014-11-11,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,6
closed,2014-11-12,East Melbourne,Graffiti,Graffiti Removal,12
closed,2015-05-04,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-05-04,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-06-29,Parkville,Parks and Trees,Condition of Assets in Parks,3
closed,2014-12-01,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-03-03,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-12-01,East Melbourne,Parks and Trees,Tree Maintenance Services,7
closed,2015-08-20,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
closed,2015-08-20,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-08-20,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-08-20,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2015-08-20,Carlton,Graffiti,Graffiti Removal,18
closed,2015-12-09,Kensington,Parks and Trees,Tree Maintenance Services,15
closed,2015-12-09,East Melbourne,Graffiti,Graffiti Removal,5
closed,2015-10-25,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2015-07-21,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2015-07-22,Carlton,Parks and Trees,Tree Maintenance Services,2
closed,2015-07-22,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-11-06,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-11-09,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,8
closed,2015-11-09,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-09,North Melbourne,Graffiti,Graffiti Removal,10
closed,2015-03-13,Kensington,Graffiti,Graffiti Removal,10
closed,2015-07-10,Carlton North,Graffiti,Graffiti Removal,10
closed,2015-03-23,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2014-12-10,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2014-12-10,Southbank,Graffiti,Graffiti Removal,8
closed,2015-02-11,Carlton,Asset Maintenance,Street Maintenance,12
closed,2015-02-11,Melbourne,Graffiti,Graffiti Removal,9
closed,2015-06-07,Parkville,Parks and Trees,Condition of Assets in Parks,2
closed,2015-02-18,West Melbourne,Parks and Trees,Condition of Assets in Parks,13
closed,2015-02-19,East Melbourne,Parks and Trees,Lawns and Irrigation,1
closed,2015-06-17,Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,1
closed,2015-01-07,North Melbourne,Parks and Trees,Tree Maintenance Services,2
closed,2015-03-04,East Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2015-04-27,Carlton North,Graffiti,Graffiti Removal,8
closed,2015-08-21,Kensington,Parks and Trees,Tree Maintenance Services,10
closed,2016-01-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-10-26,Carlton,Graffiti,Graffiti Removal,21
closed,2015-10-26,Melbourne,Parks and Trees,Tree Maintenance Services,4
closed,2015-10-26,Melbourne,Parks and Trees,Tree Maintenance Services,9
closed,2015-07-23,Melbourne,Parks and Trees,Lawns and Irrigation,14
closed,2015-07-01,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-07-01,Carlton North,Graffiti,Graffiti Removal,9
closed,2015-07-01,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-07-10,Melbourne,Parks and Trees,Condition of Assets in Parks,17
closed,2015-03-23,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-03-24,Melbourne,Graffiti,Graffiti Removal,17
closed,2014-12-11,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-04-01,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2014-12-17,Carlton,Graffiti,Graffiti Removal,21
closed,2014-12-17,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2014-12-18,Kensington,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2014-12-18,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-02-19,East Melbourne,Parks and Trees,Lawns and Irrigation,8
closed,2015-02-20,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-06-19,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-06-19,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-01-07,Docklands,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-04-28,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-04-28,West Melbourne,Graffiti,Graffiti Removal,6
closed,2015-04-28,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,6
closed,2015-04-29,Carlton North,Graffiti,Graffiti Removal,7
closed,2016-01-21,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-01-21,East Melbourne,Parks and Trees,Condition of Assets in Parks,15
closed,2016-01-21,West Melbourne,Graffiti,Graffiti Removal,8
closed,2015-10-14,East Melbourne,Parks and Trees,Tree Maintenance Services,14
closed,2015-10-27,Melbourne,Parks and Trees,Condition of Assets in Parks,17
closed,2015-09-08,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-01-23,Carlton,Parks and Trees,Park Cleaning,18
closed,2015-01-23,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-05-07,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,8
closed,2015-07-13,Docklands,Graffiti,Graffiti Removal,9
closed,2015-03-24,North Melbourne,Graffiti,Graffiti Removal,16
closed,2015-03-25,Southbank,Parks and Trees,Condition of Assets in Parks,1
closed,2014-12-11,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2014-12-12,Parkville,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2015-04-02,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2014-12-18,North Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2014-12-18,Kensington,Graffiti,Graffiti Removal,21
closed,2014-12-19,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2015-04-13,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-04-13,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-04-14,Melbourne,Graffiti,Graffiti Removal,3
closed,2015-04-14,North Melbourne,Graffiti,Graffiti Removal,2
closed,2015-04-14,North Melbourne,Graffiti,Graffiti Removal,24
closed,2015-01-09,Southbank,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,3
closed,2016-01-21,Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2016-01-21,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,5
closed,2016-01-22,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,10
closed,2015-10-15,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-10-15,Parkville,Graffiti,Graffiti Removal,15
closed,2015-10-15,Docklands,Parks and Trees,Lawns and Irrigation,8
closed,2016-02-01,Melbourne,Roads and Traffic,Traffic Management,24
closed,2016-02-02,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-08-28,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-10-27,East Melbourne,Graffiti,Graffiti Removal,16
closed,2015-12-15,West Melbourne,Parks and Trees,Condition of Assets in Parks,6
closed,2015-12-15,Kensington,Parks and Trees,Condition of Assets in Parks,1
closed,2015-12-15,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-09-08,Carlton,Graffiti,Graffiti Removal,13
closed,2015-09-09,Carlton,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2015-01-27,Melbourne,Graffiti,Graffiti Removal,16
closed,2015-05-08,South Yarra,Graffiti,Graffiti Removal,12
closed,2015-01-31,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2015-02-01,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,12
closed,2015-02-07,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,23
closed,2015-02-07,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,23
closed,2015-02-08,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2015-04-04,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-04-07,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2014-12-22,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2014-12-22,Parkville,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2014-12-22,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2014-12-22,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-04-14,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2015-04-15,Melbourne,Parking,Parking Compliance Services,1
closed,2015-01-12,Carlton,Parks and Trees,Tree Maintenance Services,3
closed,2015-01-12,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-01-12,Melbourne,Parks and Trees,Sport and Playground Facilities,1
closed,2015-06-24,Kensington,Roads and Traffic,Traffic Management,16
closed,2015-06-25,Parkville,Graffiti,Graffiti Removal,13
closed,2016-01-23,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2016-01-25,North Melbourne,Graffiti,Graffiti Removal,3
closed,2015-10-16,Parkville,Graffiti,Graffiti Removal,19
closed,2015-12-04,East Melbourne,Parks and Trees,Condition of Assets in Parks,5
closed,2015-12-17,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2015-12-17,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2015-09-09,Carlton North,Parks and Trees,Condition of Assets in Parks,2
closed,2015-09-10,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-01-28,Docklands,"Waste, Street Cleaning and Litter",Dumped Rubbish,5
closed,2015-05-11,Kensington,Graffiti,Graffiti Removal,7
closed,2015-05-11,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-05-11,Melbourne,Parks and Trees,Tree Maintenance Services,3
closed,2015-02-02,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-02-02,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-02-02,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-05-20,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-05-20,Kensington,"Waste, Street Cleaning and Litter",Dumped Rubbish,23
closed,2015-02-09,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-02-09,Melbourne,Parks and Trees,Tree Maintenance Services,9
closed,2015-02-09,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-06-01,Parkville,Graffiti,Graffiti Removal,18
closed,2015-02-16,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2015-04-15,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-04-16,Carlton,Graffiti,Graffiti Removal,12
closed,2015-06-12,Carlton,Graffiti,Graffiti Removal,10
closed,2015-06-12,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-02-24,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-02-24,Carlton,Graffiti,Graffiti Removal,3
closed,2015-08-24,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-12-07,South Yarra,Graffiti,Graffiti Removal,7
closed,2015-12-07,Melbourne,Graffiti,Graffiti Removal,3
closed,2015-08-31,North Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
closed,2015-08-31,Docklands,Parking,Parking Compliance Services,1
closed,2015-12-18,Southbank,Roads and Traffic,Road and Footpath Maintenance,3
closed,2015-11-02,Carlton,Graffiti,Graffiti Removal,21
closed,2015-11-04,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2015-11-04,Southbank,Parks and Trees,Tree Maintenance Services,6
closed,2015-03-11,Southbank,Roads and Traffic,Road and Footpath Maintenance,5
closed,2015-07-06,Kensington,Parks and Trees,Park Cleaning,11
closed,2015-07-06,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-07-07,Parkville,Parks and Trees,Condition of Assets in Parks,7
closed,2015-07-07,Carlton North,Graffiti,Graffiti Removal,3
closed,2015-02-02,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-02-03,Port Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-05-21,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-05-22,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-05-22,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-02-10,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-06-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-02-16,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-02-16,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-02-16,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-02-17,East Melbourne,Parks and Trees,Tree Maintenance Services,6
closed,2015-02-17,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-06-15,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-06-15,Melbourne,Parks and Trees,Condition of Assets in Parks,14
closed,2015-02-24,Melbourne,Parks and Trees,Condition of Assets in Parks,10
closed,2015-02-24,West Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,7
closed,2015-02-24,Melbourne,Graffiti,Graffiti Removal,1
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-06-29,Melbourne,Graffiti,Graffiti Removal,4
closed,2015-06-29,Melbourne,Graffiti,Graffiti Removal,9
closed,2015-06-29,Carlton,Graffiti,Graffiti Removal,11
closed,2015-06-29,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2015-08-24,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-08-24,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-08-25,North Melbourne,Graffiti,Graffiti Removal,20
closed,2015-08-31,Carlton,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
closed,2015-07-17,Docklands,Asset Maintenance,Street Maintenance,6
closed,2015-07-17,North Melbourne,Asset Maintenance,Street Maintenance,6
closed,2015-11-04,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-03-12,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-03-12,Melbourne,Graffiti,Graffiti Removal,11
closed,2015-03-12,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2015-07-07,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,24
closed,2015-07-08,Southbank,Parks and Trees,Tree Maintenance Services,20
closed,2015-03-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-03-19,Melbourne,Graffiti,Graffiti Removal,13
closed,2015-03-19,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2014-12-08,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,14
closed,2014-12-08,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-03-30,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-06-03,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-06-03,Melbourne,Roads and Traffic,Road and Footpath Maintenance,2
closed,2014-12-22,Parkville,Parks and Trees,Lawns and Irrigation,8
closed,2014-12-23,South Yarra,Parks and Trees,Tree Maintenance Services,10
closed,2014-12-23,Parkville,Parks and Trees,Lawns and Irrigation,22
closed,2015-02-17,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-02-17,Parkville,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2015-04-09,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-06-16,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-02-25,Southbank,Parks and Trees,Condition of Assets in Parks,1
closed,2015-02-25,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-02-26,Docklands,Asset Maintenance,Street Maintenance,18
closed,2015-08-25,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-08-25,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-01-27,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2015-10-22,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,13
closed,2015-07-20,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-07-20,Melbourne,Graffiti,Graffiti Removal,23
closed,2015-11-05,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-05-04,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-05-04,Carlton,Parks and Trees,Park Cleaning,17
closed,2015-07-08,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-01-28,Southbank,Parks and Trees,Condition of Assets in Parks,15
closed,2015-03-20,South Yarra,Parks and Trees,Lawns and Irrigation,11
closed,2015-03-20,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,13
closed,2014-12-09,East Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2015-03-30,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2015-03-31,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2014-12-24,Parkville,Parks and Trees,Condition of Assets in Parks,5
closed,2014-12-26,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
